trichotimeofday,diel2_1,diel2_2,diel2_3,diel4_1,diel4_2,diel4_3,diel6_1,diel6_2,diel6_3,diel8_1,diel8_3,diel9_1,diel9_2,diel9_3,diel10_1,diel10_2,diel10_3,diel11_1,diel11_2,diel11_3,diel12_1,diel12_3,diel14_1,diel14_2,diel14_3,diel16_1,diel16_3,diel19_1,diel19_3,diel22_1,diel22_2,diel22_3,diel23_1,diel23_2,diel23_3,diel24_1,diel24_2,diel24_3,diel1_1,diel1_2,diel1_3,teryparsed,KO,name,children__name,children__children__name,children__children__children__name,children__children__children__children__name,children__children__children__children__children__name,kid,kid2,kid3,kid4,kid5,kid6
"Tery_4408  ribulose 1,5-bisphosphate carboxylase small subunit (EC 4.1.1.39) [Trichodesmium erythraeum IMS101: NC_008312]",88.06,78.54,73.52,68.12,42.21,72.19,71.95,23.93,60.98,100.08,54.59,0,61.42,69.26,30.15,56.7,39.72,92.9,0,56.07,89.57,63.76,34.04,0,89.32,31.41,75.16,83.4,55.83,27.52,0,21.83,126.38,2.41,71.01,95.59,0,64.46,64.71,36.38,61.5,Tery_4408,K01602,,,,Carbon fixation,,K01602,rbcS;,ribulose-bisphosphate,carboxylase,small,chain,[EC:4.1.1.39]
"Tery_4408  ribulose 1,5-bisphosphate carboxylase small subunit (EC 4.1.1.39) [Trichodesmium erythraeum IMS101: NC_008312]",88.06,78.54,73.52,68.12,42.21,72.19,71.95,23.93,60.98,100.08,54.59,0,61.42,69.26,30.15,56.7,39.72,92.9,0,56.07,89.57,63.76,34.04,0,89.32,31.41,75.16,83.4,55.83,27.52,0,21.83,126.38,2.41,71.01,95.59,0,64.46,64.71,36.38,61.5,Tery_4408,K01602,,,,Other carbohydrate metabolism,,K01602,rbcS;,ribulose-bisphosphate,carboxylase,small,chain,[EC:4.1.1.39]
Tery_0999  Phycobilisome linker polypeptide [Trichodesmium erythraeum IMS101: NC_008312],124.55,104.24,87.81,87.75,107.71,78.27,98.11,101.37,71.79,88.53,78.17,58.09,118.56,97.27,49.6,139.56,105.22,106.03,54.21,75,109.6,90.01,80.58,93.08,79.7,104.27,87.68,60.9,73.12,45.51,65.58,47.52,108.83,113.32,107.32,97.32,130.57,80.91,80.69,85.49,76.05,Tery_0999,K05380,,,,,,,,,,,,
Tery_3852 ccmK2 microcompartments protein [Trichodesmium erythraeum IMS101: NC_008312],72.97,92.11,114.36,137.4,208.14,100.31,83.94,119.67,84.14,66.21,85.59,223.4,134.27,86.38,122.55,141.02,102.43,106.97,208.16,79.9,104.33,102.01,186.17,135.39,78.33,129.4,98.42,46.33,87.74,220.14,190.66,73.21,150.95,233.87,93.6,121.65,208.91,97.37,92.11,185.53,90.6,Tery_3852,K08696,,,,,,,,,,,,
Tery_0162  Redoxin [Trichodesmium erythraeum IMS101: NC_008312],94.35,61.4,75.56,81.98,80.06,63.83,75.22,83.07,63.3,70.83,53.24,80.43,84.28,60.7,49.6,75.6,66.89,72.25,30.36,58.17,61.12,64.51,85.45,70.52,59.09,92.97,63.53,50.31,49.85,96.31,58.29,66.79,101.81,108.49,54.06,72.99,52.23,56.91,60.9,100.04,52.24,Tery_0162,no,,,,,,,,,,,,
Tery_3658  oxidoreductase FAD/NAD(P)-binding [Trichodesmium erythraeum IMS101: NC_008312],46.55,63.55,54.12,36.95,16.01,51.67,47.97,33.79,64.84,51.58,57.96,54.73,40,70.82,65.16,36.35,42.51,40.35,4.34,60.98,82.2,40.51,78.5,14.1,35.04,40.2,87.68,83.4,63.81,43.39,40.08,61.65,94.79,9.64,75.85,27.81,17.41,63.08,72.32,25.46,82.66,Tery_3658,K02641,,,,,,,,,,,,
Tery_3791  photosystem I protein PsaD [Trichodesmium erythraeum IMS101: NC_008312],40.26,41.41,52.07,27.71,75.69,44.83,37.06,39.42,52.49,40.03,45.15,153.03,31.43,51.36,119.63,33.44,38.33,25.34,221.17,49.76,31.61,38.26,40.99,222.83,46.03,27.64,42.95,41.04,54.51,48.69,146.94,64.22,28.08,45.81,38.73,13.9,121.86,38.4,44.15,95.49,51.58,Tery_3791,K02692,,,,Photosynthesis,,K02692,psaD;,photosystem,I,subunit,II,
Tery_4099  fructose-bisphosphate aldolase (EC 4.1.2.13) [Trichodesmium erythraeum IMS101: NC_008312],95.61,49.27,60.24,88.9,81.51,53.19,52.33,83.07,64.84,68.52,51.89,32.39,65.71,70.82,37.93,77.05,55.75,52.55,21.68,58.17,83.25,43.51,100.73,47.95,50.84,109.3,86.79,64.87,65.8,81.49,29.15,86.05,105.32,60.28,65.36,43.45,52.23,67.88,56.33,59.11,68.78,Tery_4099,K01624,,,,Carbon fixation,,K01624,"FBA,",fbaA;,fructose-bisphosphate,"aldolase,",class,II
Tery_4099  fructose-bisphosphate aldolase (EC 4.1.2.13) [Trichodesmium erythraeum IMS101: NC_008312],95.61,49.27,60.24,88.9,81.51,53.19,52.33,83.07,64.84,68.52,51.89,32.39,65.71,70.82,37.93,77.05,55.75,52.55,21.68,58.17,83.25,43.51,100.73,47.95,50.84,109.3,86.79,64.87,65.8,81.49,29.15,86.05,105.32,60.28,65.36,43.45,52.23,67.88,56.33,59.11,68.78,Tery_4099,K01624,,,,Methane metabolism,,K01624,"FBA,",fbaA;,fructose-bisphosphate,"aldolase,",class,II
Tery_4099  fructose-bisphosphate aldolase (EC 4.1.2.13) [Trichodesmium erythraeum IMS101: NC_008312],95.61,49.27,60.24,88.9,81.51,53.19,52.33,83.07,64.84,68.52,51.89,32.39,65.71,70.82,37.93,77.05,55.75,52.55,21.68,58.17,83.25,43.51,100.73,47.95,50.84,109.3,86.79,64.87,65.8,81.49,29.15,86.05,105.32,60.28,65.36,43.45,52.23,67.88,56.33,59.11,68.78,Tery_4099,K01624,,,,Central carbohydrate metabolism,,K01624,"FBA,",fbaA;,fructose-bisphosphate,"aldolase,",class,II
Tery_4335 ilvC ketol-acid reductoisomerase (EC 1.1.1.86) [Trichodesmium erythraeum IMS101: NC_008312],56.61,62.12,67.39,72.74,94.61,53.19,71.95,67.58,74.1,44.65,59.3,49.15,54.28,67.7,77.81,56.7,41.81,52.55,101.91,54.67,65.34,68.26,113.93,118.46,52.22,79.15,66.21,79.43,65.8,104.78,76.51,83.49,84.25,77.15,66.98,71.25,165.39,61.03,49.48,90.03,66.13,Tery_4335,K00053,,,,Branched-chain amino acid metabolism,,K00053,ilvC;,ketol-acid,reductoisomerase,[EC:1.1.1.86],,
Tery_4105  Phycobilisome linker polypeptide [Trichodesmium erythraeum IMS101: NC_008312],60.39,57.83,46.97,105.07,65.5,51.67,74.13,73.21,48.63,53.12,46.5,103.88,71.42,52.14,141.02,78.51,64.8,68.5,95.41,47.66,67.44,42.01,134.77,64.87,44.66,70.35,61.74,63.54,46.53,130.18,120.23,91.19,84.25,77.15,58.91,81.68,87.05,49.37,56.33,130.96,53.57,Tery_4105,no,,,,,,,,,,,,
Tery_4466  cyanobacterial porin (TC 1.B.23) [Trichodesmium erythraeum IMS101: NC_008312],86.81,85.68,94.96,86.59,78.6,83.59,90.48,104.18,84.14,92.38,82.22,63.67,84.28,82.49,70.03,79.96,75.26,74.13,47.7,89.01,90.63,75.01,133.38,39.49,72.14,92.97,83.21,62.22,79.76,155.58,48.58,115.59,165,120.55,75.04,114.7,95.75,77.48,71.56,64.57,82,Tery_4466,no,,,,,,,,,,,,
Tery_4668 psaB photosystem I core protein PsaB [Trichodesmium erythraeum IMS101: NC_008312],65.42,34.99,47.99,46.18,131,52.43,52.33,60.54,42.45,58.51,57.28,161.97,69.99,44.36,154.64,78.51,36.23,51.61,212.5,51.17,43.21,42.01,77.8,307.44,36.42,80.4,40.26,41.04,45.86,98.43,160.3,64.22,45.64,108.49,41.96,71.25,182.8,38.4,39.58,110.95,48.94,Tery_4668,K02690,,,,Photosynthesis,,K02690,psaB;,photosystem,I,P700,chlorophyll,a
"Tery_2362  peptidase S8 and S53, subtilisin, kexin, sedolisin [Trichodesmium erythraeum IMS101: NC_008312]",69.19,65.69,70.45,123.54,80.06,69.91,81.76,107,64.84,76.99,58.63,80.43,78.56,70.04,90.45,78.51,100.34,102.28,130.1,61.68,73.77,71.26,126.43,118.46,53.59,86.68,71.58,68.84,49.85,93.14,82.58,34.68,59.68,113.32,59.71,90.37,121.86,60.34,63.18,90.03,64.15,Tery_2362,no,,,,,,,,,,,,
Tery_4593  plasmid segregation actin-type ATPase ParM [Trichodesmium erythraeum IMS101: NC_008312],35.23,57.83,80.66,41.57,46.58,53.95,54.51,53.5,61.75,56.97,64.69,60.32,35.71,56.03,71.97,39.25,39.72,30.97,58.55,53.27,63.23,48.01,47.24,73.34,68.02,55.28,48.32,54.28,63.81,73.03,46.15,39.82,59.68,48.22,58.91,38.23,69.64,54.17,53.29,62.75,64.15,Tery_4593,K18640,,,,,,,,,,,,
Tery_0684 zwf glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49) [Trichodesmium erythraeum IMS101: NC_008312],65.42,69.26,63.3,43.87,5.82,82.07,65.41,52.09,79.5,64.67,70.09,32.39,67.14,77.82,47.66,46.52,55.05,52.55,8.67,71.49,99.06,84.01,52.8,0,83.82,61.56,91.26,112.53,75.11,28.58,13.36,101.47,35.11,21.7,82.31,29.55,8.7,79.54,65.47,14.55,72.75,Tery_0684,K00036,,,,Central carbohydrate metabolism,,K00036,"G6PD,",zwf;,glucose-6-phosphate,1-dehydrogenase,[EC:1.1.1.49,1.1.1.363]
Tery_0684 zwf glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49) [Trichodesmium erythraeum IMS101: NC_008312],65.42,69.26,63.3,43.87,5.82,82.07,65.41,52.09,79.5,64.67,70.09,32.39,67.14,77.82,47.66,46.52,55.05,52.55,8.67,71.49,99.06,84.01,52.8,0,83.82,61.56,91.26,112.53,75.11,28.58,13.36,101.47,35.11,21.7,82.31,29.55,8.7,79.54,65.47,14.55,72.75,Tery_0684,K00036,,,,Central carbohydrate metabolism,"M00008  Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map01200 map00030]",K00036,"G6PD,",zwf;,glucose-6-phosphate,1-dehydrogenase,[EC:1.1.1.49,1.1.1.363]
Tery_5038  1-Cys peroxiredoxin (EC 1.11.1.15) [Trichodesmium erythraeum IMS101: NC_008312],30.19,34.99,40.84,20.78,23.29,36.48,38.15,38.01,38.59,63.13,35.04,41.33,38.57,37.35,33.07,20.35,40.42,54.42,6.51,36.45,41.1,41.26,45.85,5.64,40.54,45.23,22.37,17.21,33.9,30.69,12.14,32.11,7.02,14.47,20.17,20.86,0,43.2,39.58,39.11,33.07,Tery_5038,no,,,,,,,,,,,,
Tery_1998  neutral amino acid-binding protein/L-glutamate-binding protein/L-aspartate-binding protein [Trichodesmium erythraeum IMS101: NC_008312],105.68,76.4,72.49,71.58,109.17,99.55,92.66,99.96,85.68,103.16,74.8,84.89,89.99,84.82,35.99,109.03,105.92,95.71,127.93,81.3,91.68,70.51,59.05,42.31,67.33,100.5,101.11,79.43,73.78,70.91,81.36,38.53,77.23,106.08,87.15,97.32,130.57,86.4,79.17,71.85,82,Tery_1998,K09969,,,,Phosphate and amino acid transport system,M00232  General L-amino acid transport system [PATH:map02010] [BR:ko02000],K09969,"aapJ,",bztA;,general,L-amino,acid,transport
Tery_3167  Serine--glyoxylate transaminase [Trichodesmium erythraeum IMS101: NC_008312],81.77,54.98,72.49,62.35,49.49,79.03,79.58,92.92,72.56,74.68,68.74,59.2,79.99,77.04,74.89,94.5,96.16,99.46,32.53,65.88,59.01,95.26,49.32,2.82,68.02,99.25,55.47,46.33,52.51,9.53,47.36,43.67,63.19,55.45,64.55,59.09,0,82.28,58.62,62.75,63.49,Tery_3167,no,,,,,,,,,,,,
Tery_1892  peptidase-like [Trichodesmium erythraeum IMS101: NC_008312],69.19,62.83,88.83,91.21,34.93,80.55,69.77,76.03,84.14,83.91,78.85,25.69,58.57,81.71,32.1,65.42,64.8,59.12,10.84,74.29,93.79,81.01,84.06,5.64,71.46,67.84,84.11,67.52,84.42,48.69,26.72,56.51,80.74,48.22,75.04,64.3,17.41,69.26,62.42,13.64,75.39,Tery_1892,no,,,,,,,,,,,,
Tery_1234  cyanobacterial porin (TC 1.B.23) [Trichodesmium erythraeum IMS101: NC_008312],108.19,72.83,91.89,51.96,96.07,69.91,65.41,87.29,77.96,79.3,73.46,168.67,85.71,75.49,93.37,98.86,75.26,75.07,145.28,81.3,74.82,71.26,79.89,132.57,86.57,94.22,70.68,31.77,84.42,97.37,116.58,61.65,140.42,50.63,49.22,81.68,165.39,85.71,60.14,119.14,80.02,Tery_1234,no,,,,,,,,,,,,
"Tery_4127  ATP-binding region, ATPase-like [Trichodesmium erythraeum IMS101: NC_008312]",62.9,73.54,64.33,21.94,81.51,60.03,59.96,52.09,62.52,53.89,70.76,41.33,50,71.59,33.07,49.43,49.47,31.9,39.03,62.38,59.01,58.51,47.24,56.41,70.77,46.48,67.11,46.33,63.81,45.51,49.79,86.05,31.6,50.63,70.2,36.5,43.52,61.03,72.32,64.57,58.86,Tery_4127,K04079,,,,,,,,,,,,
Tery_4196  D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95) [Trichodesmium erythraeum IMS101: NC_008312],80.52,81.4,79.64,36.95,26.2,58.51,70.86,50.68,63.3,83.14,77.5,51.38,44.28,55.25,61.27,34.89,71.77,60.99,23.85,56.77,61.12,63.01,29.87,78.98,70.77,57.79,61.74,29.12,59.16,39.16,40.08,70.64,66.7,57.86,62.94,48.66,26.11,69.26,65.47,41.83,70.76,Tery_4196,K00058,,,,Serine and threonine metabolism,"M00020  Serine biosynthesis, glycerate-3P => serine [PATH:map01200 map01230 map00260]",K00058,"serA,",PHGDH;,D-3-phosphoglycerate,dehydrogenase,/,2-oxoglutarate
Tery_0513 psbC photosystem II 44 kDa subunit reaction center protein [Trichodesmium erythraeum IMS101: NC_008312],51.58,49.98,54.12,90.06,74.23,53.19,64.32,70.39,44.77,54.66,45.83,128.46,68.57,43.58,121.57,50.88,60.62,49.73,153.95,46.26,53.74,54.01,102.12,163.59,52.22,57.79,60.84,58.25,41.21,121.71,134.8,65.5,56.17,74.74,50.03,78.21,208.91,50.06,48.72,118.23,48.28,Tery_0513,K02705,,,,Photosynthesis,,K02705,psbC;,photosystem,II,CP43,chlorophyll,apoprotein
Tery_4666 psbB photosystem antenna protein-like [Trichodesmium erythraeum IMS101: NC_008312],129.58,63.55,81.68,110.84,145.56,67.63,67.59,77.43,61.75,137.03,61.33,67.02,104.28,56.03,82.67,97.41,111.49,90.08,58.55,61.68,71.66,65.26,77.11,64.87,87.26,84.17,72.47,56.93,63.81,104.78,103.22,28.26,112.34,94.03,54.06,102.54,121.86,58.97,60.14,80.94,62.16,Tery_4666,K02704,,,,Photosynthesis,,K02704,psbB;,photosystem,II,CP47,chlorophyll,apoprotein
Tery_3917  photosystem II manganese-stabilizing protein PsbO [Trichodesmium erythraeum IMS101: NC_008312],71.71,47.12,62.28,125.85,123.72,58.51,61.05,78.84,56.35,73.14,47.85,110.59,87.14,58.37,105.04,85.77,73.17,82.57,88.9,53.97,73.77,43.51,141.02,90.26,50.84,66.58,71.58,92.67,49.19,158.75,88.65,47.52,119.36,79.56,56.49,119.92,78.34,51.43,54.81,91.85,49.6,Tery_3917,K02716,,,,,,,,,,,,
Tery_2623 ahcY adenosylhomocysteinase (EC 3.3.1.1) [Trichodesmium erythraeum IMS101: NC_008312],67.93,101.39,76.58,55.42,81.51,80.55,86.12,99.96,81.82,92.38,66.72,46.92,74.28,65.37,36.96,77.05,50.17,81.64,19.52,72.19,77.98,68.26,24.31,14.1,56.34,110.55,65.32,79.43,73.12,25.4,63.15,57.8,129.89,81.97,71.01,64.3,60.93,79.54,79.93,50.02,83.33,Tery_2623,K01251,,,,Cysteine and methionine metabolism,,K01251,"E3.3.1.1,",ahcY;,adenosylhomocysteinase,[EC:3.3.1.1],,
Tery_2842  nitrogen regulatory protein P-II family [Trichodesmium erythraeum IMS101: NC_008312],47.81,59.98,62.28,81.98,56.77,46.35,75.22,64.76,41.68,60.82,45.15,102.77,89.99,55.25,126.44,77.05,76.65,82.57,93.24,46.96,54.8,47.26,59.74,50.77,51.53,43.97,64.42,51.63,45.86,53.98,132.37,64.22,66.7,86.8,56.49,57.35,0,43.89,47.2,82.76,50.92,Tery_2842,K04751,,,,,,,,,,,,
"Tery_1873  SPFH domain, Band 7 family protein [Trichodesmium erythraeum IMS101: NC_008312]",62.9,43.55,36.76,51.96,62.59,38,55.6,70.39,33.96,66.21,36.39,51.38,67.14,45.91,42.79,68.33,48.08,50.67,43.37,28.04,35.83,41.26,45.85,28.21,35.73,64.07,33.11,63.54,23.26,55.04,49.79,39.82,59.68,65.1,39.54,64.3,60.93,40.46,33.49,46.38,34.39,Tery_1873,no,,,,,,,,,,,,
Tery_4503  UspA [Trichodesmium erythraeum IMS101: NC_008312],45.29,65.69,75.56,78.51,39.3,64.59,65.41,76.03,78.73,52.35,68.06,31.28,79.99,63.81,71,91.59,75.26,71.31,60.71,60.28,64.28,59.26,43.76,28.21,57.03,74.12,69.79,79.43,53.84,40.22,43.72,74.49,70.21,103.67,79.08,74.73,113.16,61.71,65.47,28.19,70.76,Tery_4503,no,,,,,,,,,,,,
Tery_3654  phosphoribulokinase (EC 2.7.1.19) [Trichodesmium erythraeum IMS101: NC_008312],50.32,65.69,85.77,84.28,21.83,67.63,54.51,43.64,64.07,46.96,58.63,35.75,40,78.6,46.68,46.52,39.72,50.67,17.35,63.78,77.98,61.51,29.87,5.64,60.46,52.76,64.42,60.9,67.8,27.52,31.57,83.49,91.27,26.52,50.84,46.92,43.52,57.6,76.12,49.11,58.86,Tery_3654,K00855,ko00002,Pathway module,Energy metabolism,Carbon fixation,M00165  Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710],K00855,"PRK,",prkB;,phosphoribulokinase,[EC:2.7.1.19],,
Tery_3654  phosphoribulokinase (EC 2.7.1.19) [Trichodesmium erythraeum IMS101: NC_008312],50.32,65.69,85.77,84.28,21.83,67.63,54.51,43.64,64.07,46.96,58.63,35.75,40,78.6,46.68,46.52,39.72,50.67,17.35,63.78,77.98,61.51,29.87,5.64,60.46,52.76,64.42,60.9,67.8,27.52,31.57,83.49,91.27,26.52,50.84,46.92,43.52,57.6,76.12,49.11,58.86,Tery_3654,K00855,,,,Carbon fixation,"M00166  Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]",K00855,"PRK,",prkB;,phosphoribulokinase,[EC:2.7.1.19],,
Tery_1355  Hemolysin-type calcium-binding region [Trichodesmium erythraeum IMS101: NC_008312],57.87,47.84,47.99,117.77,132.46,48.63,54.51,63.36,54.03,74.68,48.52,174.26,78.56,46.69,169.23,82.87,76.65,76.94,205.99,53.97,52.69,44.26,107.67,180.52,51.53,35.18,47.42,48.98,58.49,149.23,180.94,52.66,70.21,108.49,48.42,126.87,121.86,48,36.54,158.24,50.92,Tery_1355,no,,,,,,,,,,,,
Tery_2198 atpG ATP synthase F1 subcomplex gamma subunit [Trichodesmium erythraeum IMS101: NC_008312],55.35,64.26,60.24,69.28,62.59,71.43,73.04,68.99,64.07,60.05,57.96,84.89,51.42,62.26,99.2,62.51,78.04,76.94,95.41,64.48,68.5,71.26,80.58,152.31,61.15,90.45,65.32,100.61,55.83,89.96,94.72,70.64,45.64,94.03,58.1,55.61,87.05,60.34,76.12,82.76,63.49,Tery_2198,K02115,,,,ATP synthesis,,K02115,"ATPF1G,",atpG;,F-type,H+-transporting,ATPase,subunit
"Tery_0454 psaC 4Fe-4S ferredoxin, iron-sulfur binding [Trichodesmium erythraeum IMS101: NC_008312]",61.64,38.56,42.88,111.99,148.47,46.35,57.78,71.8,39.37,51.58,40.43,177.61,74.28,40.47,148.81,74.14,62.71,72.25,112.75,42.05,49.53,46.51,139.63,143.85,39.85,40.2,59.95,74.14,35.23,151.35,108.08,47.52,45.64,115.73,47.61,69.52,182.8,38.4,34.26,96.4,37.03,Tery_0454,K02691,,,,Photosynthesis,,K02691,psaC;,photosystem,I,subunit,VII,
Tery_1666 fld flavodoxin [Trichodesmium erythraeum IMS101: NC_008312],84.29,90.68,71.47,18.47,144.1,59.27,55.6,67.58,56.35,103.16,62,13.4,77.14,52.14,3.89,101.77,66.2,82.57,32.53,60.28,55.85,50.26,7.64,0,79.01,51.51,36.68,11.92,66.47,16.93,24.29,33.39,112.34,106.08,37.93,59.09,147.98,56.91,44.91,64.57,67.45,Tery_1666,K03839,,,,,,,,,,,,
Tery_4663  SSU ribosomal protein S1P [Trichodesmium erythraeum IMS101: NC_008312],44.03,69.97,68.41,32.33,13.1,74.47,50.15,57.72,67.15,56.97,73.46,13.4,34.28,74.71,18.48,49.43,64.11,63.81,2.17,81.3,46.37,63.01,43.07,2.82,64.59,77.89,59.95,26.48,63.81,8.47,17,105.32,24.57,9.64,49.22,29.55,0,66.51,72.32,22.74,65.47,Tery_4663,K02945,,,,Ribosome,,K02945,"RP-S1,",rpsA;,small,subunit,ribosomal,protein
Tery_2563  plastocyanin [Trichodesmium erythraeum IMS101: NC_008312],28.94,29.27,49.01,83.13,53.86,43.31,68.68,36.61,27.02,49.27,28.3,50.27,45.71,41.24,107.96,49.43,37.63,65.68,56.38,31.54,60.07,36.01,93.09,50.77,32.98,37.69,53.68,86.05,31.91,113.24,41.29,61.65,84.25,86.8,46,145.98,156.68,32.91,51,60.02,37.7,Tery_2563,K02638,,,,,,,,,,,,
Tery_2877  carbamoyl-phosphate synthase large subunit [Trichodesmium erythraeum IMS101: NC_008312],39,52.84,57.18,39.26,10.19,57.75,56.69,42.24,58.66,50.04,59.98,10.05,40,54.47,21.4,31.98,54.35,49.73,2.17,59.58,60.07,55.51,21.54,5.64,47.41,38.95,73.37,55.6,57.16,14.82,8.5,50.09,24.57,21.7,74.24,34.76,0,55.54,59.38,11.82,55.55,Tery_2877,K01955,,,,Pyrimidine metabolism,,K01955,"carB,",CPA2;,carbamoyl-phosphate,synthase,large,subunit
Tery_1541 pnp Polyribonucleotide nucleotidyltransferase [Trichodesmium erythraeum IMS101: NC_008312],49.06,46.41,57.18,17.32,23.29,48.63,38.15,46.46,60.98,47.73,59.3,16.76,24.28,44.36,13.62,31.98,44.6,19.71,28.19,57.47,40.04,69.76,18.76,5.64,45.35,67.84,51,29.12,60.49,10.58,12.14,34.68,42.13,19.29,55.68,10.43,0,55.54,42.63,5.46,50.92,Tery_1541,K00962,,,,RNA processing,,K00962,"pnp,",PNPT1;,polyribonucleotide,nucleotidyltransferase,[EC:2.7.7.8],
Tery_0283 tal transaldolase (EC 2.2.1.2) [Trichodesmium erythraeum IMS101: NC_008312],55.35,48.55,57.18,28.87,37.84,61.55,79.58,49.28,57.89,46.19,62.67,29.04,44.28,68.48,23.34,59.61,64.11,48.79,13.01,65.88,67.44,73.51,29.18,2.82,53.59,74.12,56.37,48.98,50.52,20.11,13.36,96.33,45.64,55.45,54.87,34.76,8.7,69.26,63.18,22.74,67.45,Tery_0283,K00616,,,,Central carbohydrate metabolism,,K00616,"E2.2.1.2,","talA,",talB;,transaldolase,[EC:2.2.1.2],
Tery_0262 rplL LSU ribosomal protein L12P [Trichodesmium erythraeum IMS101: NC_008312],45.29,32.13,22.46,9.24,52.4,22.8,25.07,46.46,22.39,45.42,26.96,52.5,27.14,36.58,18.48,37.8,37.63,47.86,80.23,18.92,45.31,28.5,14.59,56.41,25.42,30.15,21.47,26.48,21.94,38.1,32.79,35.96,45.64,55.45,24.21,74.73,60.93,26.74,28.17,41.83,27.78,Tery_0262,K02935,,,,Ribosome,,K02935,"RP-L7,","MRPL12,",rplL;,large,subunit,ribosomal
Tery_2996 rpsE SSU ribosomal protein S5P [Trichodesmium erythraeum IMS101: NC_008312],56.61,41.41,47.99,63.5,40.76,44.07,47.97,52.09,40.14,68.52,41.78,81.54,47.14,41.24,113.79,68.33,52.96,62.87,47.7,42.75,53.74,50.26,93.09,28.21,37.79,62.82,42.95,78.11,35.23,75.14,53.43,57.8,63.19,69.92,46.8,59.09,43.52,41.14,41.87,45.47,42.99,Tery_2996,K02988,,,,Ribosome,,K02988,"RP-S5,","MRPS5,",rpsE;,small,subunit,ribosomal
Tery_3694  glycogen/starch/alpha-glucan phosphorylases [Trichodesmium erythraeum IMS101: NC_008312],52.84,43.55,31.65,18.47,17.47,41.03,40.33,35.2,45.54,50.81,42.46,11.17,25.71,47.47,3.89,30.53,37.63,29.09,10.84,48.36,47.42,43.51,18.06,0,41.91,40.2,42.05,26.48,37.22,13.76,8.5,48.81,28.08,16.88,40.35,24.33,0,43.89,47.96,11.82,44.97,Tery_3694,K00688,,,,,,,,,,,,
"Tery_3377  extracellular solute-binding protein, family 1 [Trichodesmium erythraeum IMS101: NC_008312]",60.39,41.41,43.91,40.41,27.66,44.83,41.42,36.61,44,50.04,39.09,26.81,41.43,44.36,45.71,36.35,36.93,36.6,2.17,44.86,50.58,42.01,35.43,0,41.23,43.97,29.53,41.04,45.2,28.58,23.07,55.23,35.11,26.52,38.73,39.97,8.7,34.97,45.67,29.1,48.28,Tery_3377,K02012,,,,Mineral and organic ion transport system,M00190  Iron(III) transport system [PATH:map02010] [BR:ko02000],K02012,"afuA,",fbpA;,iron(III),transport,system,substrate-binding
Tery_4326 groS chaperonin Cpn10 [Trichodesmium erythraeum IMS101: NC_008312],47.81,25.7,23.48,72.74,94.61,22.8,34.88,56.32,22.39,36.95,25.61,77.08,69.99,25.68,60.3,66.88,31.36,38.47,108.42,23.83,42.15,21.75,81.28,87.44,24.74,42.71,33.11,39.72,21.27,93.14,83.79,43.67,66.7,154.3,37.12,67.78,174.09,21.26,31.21,97.31,24.47,Tery_4326,K04078,,,,,,,,,,,,
Tery_5018  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],35.23,31.42,28.59,54.27,7.28,46.35,41.42,35.2,44.77,36.18,40.43,23.46,38.57,45.14,26.26,23.26,44.6,36.6,0,49.76,46.37,39.01,48.63,0,32.29,31.41,42.95,29.12,39.88,10.58,9.72,59.08,31.6,4.82,48.42,33.02,0,42.51,47.2,14.55,43.65,Tery_5018,no,,,,,,,,,,,,
Tery_4702  RNA-binding region RNP-1 [Trichodesmium erythraeum IMS101: NC_008312],22.65,32.13,49.01,24.25,8.73,45.59,26.16,25.34,37.82,35.41,37.06,0,10,41.24,16.53,13.08,23.69,26.27,2.17,43.46,33.72,22.5,6.95,0,40.54,15.08,40.26,22.51,39.22,2.12,2.43,39.82,35.11,0,36.31,13.9,0,36.34,38.06,5.46,35.71,Tery_4702,no,,,,,,,,,,,,
Tery_3314  Tetratricopeptide TPR_2 [Trichodesmium erythraeum IMS101: NC_008312],57.87,59.98,51.05,13.86,8.73,60.03,38.15,50.68,63.3,53.89,71.43,2.23,35.71,49.03,0.97,33.44,55.75,28.15,0,82.71,29.51,61.51,22.23,0,69.4,30.15,42.05,26.48,62.48,10.58,1.21,74.49,17.55,14.47,42.77,12.17,0,62.4,66.99,6.37,62.16,Tery_3314,no,,,,,,,,,,,,
Tery_1160 tsf translation elongation factor Ts (EF-Ts) [Trichodesmium erythraeum IMS101: NC_008312],23.9,44.98,58.2,11.55,17.47,53.19,46.88,16.9,47.86,55.43,55.93,0,27.14,56.03,19.45,18.9,28.57,17.83,0,51.87,47.42,48.01,18.76,0,73.52,15.08,42.05,31.77,44.53,6.35,0,47.52,63.19,0,42.77,13.9,0,46.63,51.76,15.46,44.97,Tery_1160,K02357,,,,,,,,,,,,
